2,dangerous,1,0.1014428895,
2,main,2,0.1279457978,
2,institute,1,0.013249603,
2,bleeding,1,0.0655381471,
2,history,1,0.0689035871,
2,screening,2,0.1805642161,
2,medicines,1,0.0290113346,
2,heart,3,0.0936208685,
2,rich,1,0.1096721826,
2,family,1,0.0733702409,
2,aneurysms,7,0.3697546522,
2,running,2,0.2057568298,
2,blood,3,0.0501497392,
2,important,1,0.0610268457,
2,treatments,1,0.0411042683,
2,high,1,0.0562427592,
2,symptoms,1,0.0202742036,
2,chest,2,0.119155961,
2,abdomen,2,0.1283348299,
2,cause,1,0.017024357,
2,types,1,0.0507592862,
2,carry,1,0.0769752528,
2,found,1,0.0774614748,
2,ages,1,0.0896265523,
2,large,2,0.1242264448,
2,nih,1,0.0133890719,
2,done,1,0.1113225059,
2,ballooning,1,0.1319499147,
2,arteries,1,0.0819869326,
2,reasons,1,0.1159478761,
2,find,1,0.0727443595,
2,aaa,1,0.1568950615,
2,men,1,0.062402206,
2,even,1,0.0660172908,
2,causing,1,0.0877739541,
2,people,2,0.0460713006,
2,abdominal,1,0.0834750005,
2,artery,2,0.1511061344,
2,lung,1,0.0540808955,
2,imaging,1,0.0685477685,
2,grows,1,0.0951323491,
2,75,1,0.1458565162,
2,parts,1,0.0647581773,
2,recommended,1,0.1285425496,
2,smoked,1,0.1380246946,
2,risk,1,0.0436026216,
2,use,1,0.0483828968,
2,oxygen,1,0.0779564085,
2,65,1,0.124118093,
2,aorta,3,0.3204545764,
2,develop,1,0.0666693073,
2,thoracic,1,0.1358456797,
2,vessels,1,0.0727443595,
2,doctors,1,0.0560187051,
2,bulge,1,0.1215233665,
2,occur,2,0.1328453145,
2,part,2,0.0940983787,
2,death,1,0.0946668174,
2,national,1,0.0130186884,
2,surgery,1,0.0331115524,
2,taa,1,0.1568950615,
2,aortic,3,0.3000773569,
2,burst,1,0.1227898304,
2,runs,1,0.0997228725,
2,wall,1,0.1020412746,
2,tests,2,0.0637557869,
2,become,1,0.0582257608,
2,two,2,0.0878504537,
2,body,1,0.0274437724,
2,aneurysm,3,0.2477268236,
2,get,1,0.0270560471,
3,dangerous,1,0.1014428895,
3,main,2,0.1279457978,
3,institute,1,0.013249603,
3,bleeding,1,0.0655381471,
3,history,1,0.0689035871,
3,screening,2,0.1805642161,
3,medicines,1,0.0290113346,
3,heart,3,0.0936208685,
3,rich,1,0.1096721826,
3,family,1,0.0733702409,
3,aneurysms,7,0.3697546522,
3,running,2,0.2057568298,
3,blood,3,0.0501497392,
3,important,1,0.0610268457,
3,treatments,1,0.0411042683,
3,high,1,0.0562427592,
3,symptoms,1,0.0202742036,
3,chest,2,0.119155961,
3,abdomen,2,0.1283348299,
3,cause,1,0.017024357,
3,types,1,0.0507592862,
3,carry,1,0.0769752528,
3,found,1,0.0774614748,
3,ages,1,0.0896265523,
3,large,2,0.1242264448,
3,nih,1,0.0133890719,
3,done,1,0.1113225059,
3,ballooning,1,0.1319499147,
3,arteries,1,0.0819869326,
3,reasons,1,0.1159478761,
3,find,1,0.0727443595,
3,aaa,1,0.1568950615,
3,men,1,0.062402206,
3,even,1,0.0660172908,
3,causing,1,0.0877739541,
3,people,2,0.0460713006,
3,abdominal,1,0.0834750005,
3,artery,2,0.1511061344,
3,lung,1,0.0540808955,
3,imaging,1,0.0685477685,
3,grows,1,0.0951323491,
3,75,1,0.1458565162,
3,parts,1,0.0647581773,
3,recommended,1,0.1285425496,
3,smoked,1,0.1380246946,
3,risk,1,0.0436026216,
3,use,1,0.0483828968,
3,oxygen,1,0.0779564085,
3,65,1,0.124118093,
3,aorta,3,0.3204545764,
3,develop,1,0.0666693073,
3,thoracic,1,0.1358456797,
3,vessels,1,0.0727443595,
3,doctors,1,0.0560187051,
3,bulge,1,0.1215233665,
3,occur,2,0.1328453145,
3,part,2,0.0940983787,
3,death,1,0.0946668174,
3,national,1,0.0130186884,
3,surgery,1,0.0331115524,
3,taa,1,0.1568950615,
3,aortic,3,0.3000773569,
3,burst,1,0.1227898304,
3,runs,1,0.0997228725,
3,wall,1,0.1020412746,
3,tests,2,0.0637557869,
3,become,1,0.0582257608,
3,two,2,0.0878504537,
3,body,1,0.0274437724,
3,aneurysm,3,0.2477268236,
3,get,1,0.0270560471,
4,bone,1,0.0565188569,
4,heart,1,0.0369721318,
4,half,1,0.0804546492,
4,deliver,1,0.1078995744,
4,transfusion,2,0.2201591103,
4,factor,1,0.1028649964,
4,nih,1,0.0110964228,
4,four,1,0.0788425644,
4,others,1,0.0535424227,
4,die,1,0.0752535606,
4,cut,1,0.1028649964,
4,diseases,1,0.0216391187,
4,less,1,0.0641975246,
4,ones,1,0.0915661888,
4,negative,2,0.2201591103,
4,immune,1,0.054712961,
4,working,1,0.0840725329,
4,tests,2,0.0528387009,
4,120,1,0.1300294707,
4,national,1,0.0107894611,
4,need,2,0.0551396163,
4,b,1,0.0922604344,
4,white,3,0.1283496987,
4,problems,2,0.0337251742,
4,count,1,0.1235387143,
4,makes,2,0.0974486624,
4,either,2,0.127415389,
4,contains,1,0.0773376512,
4,made,2,0.1066848138,
4,disorders,2,0.0574080418,
4,water,1,0.0613377381,
4,fight,1,0.0624385585,
4,solids,1,0.1341430508,
4,certain,1,0.0476617541,
4,oxygen,1,0.0646077093,
4,rbc,1,0.1300294707,
4,doctors,1,0.0464264617,
4,solid,1,0.1093557528,
4,pregnant,1,0.0580136171,
4,wbc,1,0.1300294707,
4,red,3,0.1279783213,
4,conditions,1,0.0568101377,
4,create,1,0.095273194,
4,much,2,0.0906551183,
4,tissues,1,0.0618812668,
4,baby's,1,0.0915661888,
4,spongy,1,0.1235387143,
4,treatments,1,0.0340658667,
4,check,2,0.1073434108,
4,inside,1,0.0527942529,
4,well,1,0.0604596088,
4,type,3,0.0711557743,
4,help,3,0.0467903935,
4,clotting,1,0.1007145724,
4,system,1,0.0448204688,
4,also,2,0.0252202708,
4,constantly,1,0.1235387143,
4,protein,1,0.0745994761,
4,new,2,0.1146419017,
4,days,2,0.1162853482,
4,important,2,0.0856345291,
4,plasma,2,0.1906219722,
4,platelet,1,0.1208810871,
4,institute,1,0.0109808355,
4,positive,2,0.2201591103,
4,rh,3,0.2486942515,
4,liquid,2,0.1705244984,
4,include,1,0.0122659457,
4,types,1,0.0420676282,
4,ab,1,0.1300294707,
4,lose,1,0.0674731364,
4,called,1,0.0259756605,
4,blood,21,0.0801006449,
4,6,1,0.0978301929,
4,material,1,0.0840725329,
4,marrow,1,0.0704858961,
4,salts,1,0.1341430508,
4,cells,8,0.1283808348,
4,lung,1,0.0448204688,
4,may,2,0.0200176254,
4,infection,1,0.0406640202,
4,bleeding,1,0.0543158624,
4,wound,1,0.0997114473,
4,function,1,0.0691813371,
4,incompatibility,1,0.1185039108,
4,platelets,3,0.20530785,
4,live,4,0.1900306112,
4,excessive,1,0.1028649964,
4,body,1,0.0227444966,
4,organs,2,0.1006563613,
4,bones,1,0.0548467561,
4,show,1,0.0780774728,
4,part,3,0.096661234,
4,it's,1,0.0553905104,
4,longer,1,0.0691813371,
4,lungs,1,0.0646077093,
4,clot,1,0.0855941424,
4,could,2,0.1073434108,
4,become,1,0.048255597,
4,day,1,0.0704858961,
5,bone,3,0.1547009471,
5,lymphoblasts,1,0.1545608725,
5,making,1,0.0915843803,
5,lymphocytic,1,0.1372640105,
5,possible,1,0.0824342114,
5,ribs,1,0.1123301386,
5,types,1,0.0548674662,
5,painless,1,0.1300504615,
5,sure,1,0.0870975782,
5,form,1,0.0727873072,
5,feeling,2,0.1395731819,
5,male,1,0.0985869345,
5,cell,1,0.0905635423,
5,groin,1,0.1145110063,
5,bleeding,2,0.1199468435,
5,therapy,3,0.1185772903,
5,tests,1,0.0407028611,
5,need,1,0.042475276,
5,white,5,0.2081500106,
5,adults,1,0.0754646159,
5,radiation,2,0.1165865238,
5,loss,2,0.0953128372,
5,however,1,0.0699993513,
5,easy,1,0.1123301386,
5,transplants,1,0.107199464,
5,targeted,2,0.1767553438,
5,normal,1,0.0612852971,
5,children,1,0.0582342599,
5,fight,1,0.0814366211,
5,uses,1,0.0880030606,
5,examine,1,0.1084006922,
5,harming,1,0.1043947345,
5,nih,1,0.0144727104,
5,back,1,0.0586836169,
5,come,1,0.0816829288,
5,diagnose,1,0.0479843875,
5,attack,1,0.0724241726,
5,abnormal,1,0.0724241726,
5,many,1,0.0347193793,
5,underarm,1,0.1372640105,
5,lumps,1,0.1176953499,
5,produces,1,0.1018339585,
5,crowd,1,0.1194268606,
5,treatment,2,0.0437350648,
5,older,1,0.0699993513,
5,body,1,0.0296649218,
5,lymphocytes,1,0.1407299746,
5,substances,1,0.0807097632,
5,treatments,1,0.0444310238,
5,bruising,1,0.115275237,
5,acute,2,0.1613018167,
5,type,1,0.0442226775,
5,remission,1,0.1287980296,
5,help,1,0.0290797865,
5,neck,1,0.073715743,
5,also,1,0.0194276443,
5,weakness,1,0.0754646159,
5,lymphoblastic,1,0.1545608725,
5,exposure,1,0.0985869345,
5,cancer,4,0.1135725652,
5,symptoms,1,0.0219150871,
5,institute,1,0.0143219536,
5,weight,1,0.0686983641,
5,include,3,0.033573769,
5,factors,1,0.0766908575,
5,pain,2,0.053859282,
5,national,1,0.0140723501,
5,leukemia,5,0.2988091921,
5,called,2,0.0573626191,
5,blood,8,0.0795441423,
5,70,1,0.1426292217,
5,tired,1,0.103864452,
5,breath,1,0.0829459546,
5,marrow,3,0.192930726,
5,fullness,1,0.1253320654,
5,cells,9,0.1738476182,
5,shortness,1,0.0912400792,
5,hard,1,0.06441314,
5,common,1,0.0268871478,
5,risk,1,0.0471315802,
5,stomach,2,0.1264347117,
5,stem,1,0.1123301386,
5,without,1,0.0735277017,
5,appetite,1,0.1049344338,
5,bones,1,0.0715348753,
5,chemotherapy,2,0.1284549056,
5,fever,1,0.0659660261,
5,skin,1,0.0429355212,
5,previous,1,0.1341635351,
5,specific,1,0.0944929887,
5,work,1,0.06400351,
5,infection,1,0.053036785,
5,make,1,0.0430685332,
5,healthy,1,0.0634661649,
5,additional,1,0.1275968014,
6,bone,3,0.1547009471,
6,lymphoblasts,1,0.1545608725,
6,making,1,0.0915843803,
6,lymphocytic,1,0.1372640105,
6,possible,1,0.0824342114,
6,ribs,1,0.1123301386,
6,types,1,0.0548674662,
6,painless,1,0.1300504615,
6,sure,1,0.0870975782,
6,form,1,0.0727873072,
6,feeling,2,0.1395731819,
6,male,1,0.0985869345,
6,cell,1,0.0905635423,
6,groin,1,0.1145110063,
6,bleeding,2,0.1199468435,
6,therapy,3,0.1185772903,
6,tests,1,0.0407028611,
6,need,1,0.042475276,
6,white,5,0.2081500106,
6,adults,1,0.0754646159,
6,radiation,2,0.1165865238,
6,loss,2,0.0953128372,
6,however,1,0.0699993513,
6,easy,1,0.1123301386,
6,transplants,1,0.107199464,
6,targeted,2,0.1767553438,
6,normal,1,0.0612852971,
6,children,1,0.0582342599,
6,fight,1,0.0814366211,
6,uses,1,0.0880030606,
6,examine,1,0.1084006922,
6,harming,1,0.1043947345,
6,nih,1,0.0144727104,
6,back,1,0.0586836169,
6,come,1,0.0816829288,
6,diagnose,1,0.0479843875,
6,attack,1,0.0724241726,
6,abnormal,1,0.0724241726,
6,many,1,0.0347193793,
6,underarm,1,0.1372640105,
6,lumps,1,0.1176953499,
6,produces,1,0.1018339585,
6,crowd,1,0.1194268606,
6,treatment,2,0.0437350648,
6,older,1,0.0699993513,
6,body,1,0.0296649218,
6,lymphocytes,1,0.1407299746,
6,substances,1,0.0807097632,
6,treatments,1,0.0444310238,
6,bruising,1,0.115275237,
6,acute,2,0.1613018167,
6,type,1,0.0442226775,
6,remission,1,0.1287980296,
6,help,1,0.0290797865,
6,neck,1,0.073715743,
6,also,1,0.0194276443,
6,weakness,1,0.0754646159,
6,lymphoblastic,1,0.1545608725,
6,exposure,1,0.0985869345,
6,cancer,4,0.1135725652,
6,symptoms,1,0.0219150871,
6,institute,1,0.0143219536,
6,weight,1,0.0686983641,
6,include,3,0.033573769,
6,factors,1,0.0766908575,
6,pain,2,0.053859282,
6,national,1,0.0140723501,
6,leukemia,5,0.2988091921,
6,called,2,0.0573626191,
6,blood,8,0.0795441423,
6,70,1,0.1426292217,
6,tired,1,0.103864452,
6,breath,1,0.0829459546,
6,marrow,3,0.192930726,
